Airline (IATA or ICAO),Airline ID,Source Airport,Source Airport ID,Destination Airport,Destination Airport ID,Codeshare,Stops,Equipment
BA,1355,FCO,1555,JFK,3797,Y,0,763
BA,1355,FCO,1555,ORD,3830,Y,0,763
BA,1355,FRA,340,DFW,3670,Y,0,777
BA,1355,FRA,340,LCY,503,Y,0,E70 E90 AR8
BA,1355,GLA,534,LCY,503,Y,0,E90 E70
BA,1355,GOT,687,AAR,607,Y,0,FRJ
BA,1355,GOT,687,MAN,478,Y,0,FRJ
BA,1355,GUA,1767,SAL,1892,Y,0,343
BA,1355,HEL,421,JFK,3797,Y,0,333
BA,1355,HEL,421,MAN,478,Y,0,E90
BA,1355,HEL,421,VNO,3959,Y,0,E70
BA,1355,HEL,421,WAW,679,Y,0,E90
BA,1355,HKG,3077,CNS,3322,Y,0,333
BA,1355,HKT,3179,BKK,3885,Y,0,320
BA,1355,HRE,1005,JNB,813,Y,0,734 733
BA,1355,IBZ,1225,LCY,503,Y,0,E70 E90
BA,1355,IOM,520,LCY,503,Y,0,S20
BA,1355,JFK,3797,BCN,1218,Y,0,763
BA,1355,JFK,3797,CDG,1382,Y,0,763 757
BA,1355,JFK,3797,DUB,599,Y,0,757
BA,1355,JFK,3797,FCO,1555,Y,0,763
BA,1355,JFK,3797,HEL,421,Y,0,333
BA,1355,JFK,3797,LCY,503,Y,0,318
BA,1355,JFK,3797,MAD,1229,Y,0,333 757 346
BA,1355,JFK,3797,MAN,478,Y,0,757
BA,1355,JFK,3797,MXP,1524,Y,0,763
BA,1355,JFK,3797,ORY,1386,Y,0,752
BA,1355,JNB,813,CPT,797,Y,0,738 734 733
BA,1355,JNB,813,DUR,799,Y,0,733 734
BA,1355,JNB,813,HRE,1005,Y,0,734 733
BA,1355,JNB,813,LVI,906,Y,0,734
BA,1355,JNB,813,MRU,893,Y,0,733
BA,1355,JNB,813,PLZ,838,Y,0,734 733
BA,1355,JNB,813,VFA,1004,Y,0,734
BA,1355,JNB,813,WDH,4105,Y,0,738 734
BA,1355,LAX,3484,MAD,1229,Y,0,346 343
BA,1355,LCY,503,ABZ,532,Y,0,E70 S20
BA,1355,LCY,503,AGP,1230,Y,0,E90
BA,1355,LCY,503,AMS,580,Y,0,E90 E70
BA,1355,LCY,503,ARN,737,Y,0,E70
BA,1355,LCY,503,BLL,608,Y,0,D38
BA,1355,LCY,503,EDI,535,Y,0,E90 E70
BA,1355,LCY,503,FRA,340,Y,0,E70 E90 AR8
BA,1355,LCY,503,GLA,534,Y,0,E90 E70
BA,1355,LCY,503,IBZ,1225,Y,0,E70 E90
BA,1355,LCY,503,IOM,520,Y,0,S20
BA,1355,LCY,503,MAD,1229,Y,0,E90
BA,1355,LCY,503,MAH,1231,Y,0,E90
BA,1355,LCY,503,NCE,1354,Y,0,E70 E90
BA,1355,LCY,503,PMI,3998,Y,0,E90
BA,1355,LCY,503,RTM,591,Y,0,S20
BA,1355,LCY,503,VCE,1551,Y,0,E90 E70
BA,1355,LCY,503,ZRH,1678,Y,0,E90 E70
BA,1355,LGW,502,NQY,481,Y,0,DH4
BA,1355,LGW,502,OLB,1520,Y,0,737
BA,1355,LHR,507,RDU,3626,Y,0,763
BA,1355,LVI,906,JNB,813,Y,0,734
BA,1355,MAD,1229,BOS,3448,Y,0,333
BA,1355,MAD,1229,DFW,3670,Y,0,777
BA,1355,MAD,1229,JFK,3797,Y,0,757 333 346
BA,1355,MAD,1229,LAX,3484,Y,0,346 343
BA,1355,MAD,1229,LCY,503,Y,0,E90
BA,1355,MAD,1229,MIA,3576,Y,0,763 333 346
BA,1355,MAD,1229,ORD,3830,Y,0,333
BA,1355,MAH,1231,LCY,503,Y,0,E90
BA,1355,MAN,478,BLL,608,Y,0,FRJ
BA,1355,MAN,478,GOT,687,Y,0,FRJ
BA,1355,MAN,478,HEL,421,Y,0,E90
BA,1355,MAN,478,JFK,3797,Y,0,757
BA,1355,MAN,478,ORD,3830,Y,0,763
BA,1355,MEX,1824,DFW,3670,Y,0,M80
BA,1355,MEX,1824,MIA,3576,Y,0,738
BA,1355,MIA,3576,ATL,3682,Y,0,ER4 738
BA,1355,MIA,3576,BCN,1218,Y,0,763
BA,1355,MIA,3576,CDG,1382,Y,0,763
BA,1355,MIA,3576,CUR,2897,Y,0,738
BA,1355,MIA,3576,MAD,1229,Y,0,333 763 346
BA,1355,MIA,3576,MEX,1824,Y,0,738
BA,1355,MIA,3576,MSY,3861,Y,0,738
BA,1355,MIA,3576,MXP,1524,Y,0,763
BA,1355,MIA,3576,STT,2883,Y,0,757
BA,1355,MLM,1821,DFW,3670,Y,0,ER4
BA,1355,MRU,893,JNB,813,Y,0,733
BA,1355,MSY,3861,DFW,3670,Y,0,M80 M83
BA,1355,MSY,3861,MIA,3576,Y,0,738
BA,1355,MSY,3861,ORD,3830,Y,0,E75
BA,1355,MUC,346,BLL,608,Y,0,FRJ
BA,1355,MXP,1524,JFK,3797,Y,0,763
BA,1355,MXP,1524,MIA,3576,Y,0,763
BA,1355,NCE,1354,LCY,503,Y,0,E70 E90
BA,1355,NQY,481,LGW,502,Y,0,DH4
BA,1355,OLB,1520,LGW,502,Y,0,737
BA,1355,ORD,3830,ATL,3682,Y,0,E75 CR7 74N
BA,1355,ORD,3830,CDG,1382,Y,0,763
BA,1355,ORD,3830,DUB,599,Y,0,763
BA,1355,ORD,3830,DUS,345,Y,0,763
BA,1355,ORD,3830,FCO,1555,Y,0,763
BA,1355,ORD,3830,MAD,1229,Y,0,333
BA,1355,ORD,3830,MAN,478,Y,0,763
BA,1355,ORD,3830,MSY,3861,Y,0,E75
BA,1355,ORY,1386,EWR,3494,Y,0,752
BA,1355,ORY,1386,JFK,3797,Y,0,752
BA,1355,OSL,644,AAL,628,Y,0,J31 FRJ
BA,1355,OSL,644,AAR,607,Y,0,FRJ
BA,1355,OSL,644,BLL,608,Y,0,FRJ
BA,1355,PLZ,838,CPT,797,Y,0,733
BA,1355,PLZ,838,DUR,799,Y,0,733
BA,1355,PLZ,838,JNB,813,Y,0,733 734
BA,1355,PMI,3998,LCY,503,Y,0,E90
BA,1355,RDU,3626,LHR,507,Y,0,763
BA,1355,RTM,591,LCY,503,Y,0,S20
BA,1355,SAL,1892,MAD,1229,Y,0,342
BA,1355,SJO,1885,MIA,3576,Y,0,757 738
BA,1355,STT,2883,MIA,3576,Y,0,757
BA,1355,VCE,1551,LCY,503,Y,0,E90 E70
BA,1355,VFA,1004,JNB,813,Y,0,734
BA,1355,VNO,3959,HEL,421,Y,0,E90
BA,1355,WAW,679,HEL,421,Y,0,E70
BA,1355,WDH,4105,JNB,813,Y,0,738 734
BA,1355,ZRH,1678,BLL,608,Y,0,FRJ
BA,1355,ZRH,1678,LCY,503,Y,0,E90 E70
BE,2421,ABZ,532,CDG,1382,Y,0,EMJ
BE,2421,ABZ,532,KOI,529,Y,0,S20 SF3
BE,2421,ABZ,532,LSI,530,Y,0,SF3 S20
BE,2421,BEB,538,GLA,534,Y,0,SF3
BE,2421,BEB,538,SYY,541,Y,0,SF3
BE,2421,BRR,5575,GLA,534,Y,0,DHT
BE,2421,CAL,5563,GLA,534,Y,0,DHT
BE,2421,CDG,1382,ABZ,532,Y,0,EMJ
BE,2421,CDG,1382,EDI,535,Y,0,ARJ
BE,2421,CDG,1382,NCL,521,Y,0,ARJ
BE,2421,CFN,5577,DUB,599,Y,0,SF3
BE,2421,CFN,5577,GLA,534,Y,0,SF3
BE,2421,DUB,599,CFN,5577,Y,0,SF3
BE,2421,EDI,535,CDG,1382,Y,0,ARJ
BE,2421,EDI,535,KOI,529,Y,0,SF3
BE,2421,EDI,535,LSI,530,Y,0,SF3
BE,2421,EDI,535,SYY,541,Y,0,D38
BE,2421,EDI,535,WIC,531,Y,0,D38
BE,2421,GCI,498,NWI,547,Y,0,D38
BE,2421,GLA,534,BEB,538,Y,0,SF3
BE,2421,GLA,534,BRR,5575,Y,0,DHT
BE,2421,GLA,534,CAL,5563,Y,0,DHT
BE,2421,GLA,534,CFN,5577,Y,0,SF3
BE,2421,GLA,534,ILY,536,Y,0,SF3
BE,2421,GLA,534,KOI,529,Y,0,SF3
BE,2421,GLA,534,LBA,517,Y,0,SF3
BE,2421,GLA,534,LSI,530,Y,0,SF3
BE,2421,GLA,534,SYY,541,Y,0,SF3
BE,2421,GLA,534,TRE,542,Y,0,SF3 DHT
BE,2421,ILY,536,GLA,534,Y,0,SF3
BE,2421,INV,533,EDI,535,Y,0,D38
BE,2421,INV,533,KOI,529,Y,0,SF3
BE,2421,INV,533,LSI,530,Y,0,SF3
BE,2421,INV,533,SYY,541,Y,0,SF3 D38
BE,2421,KOI,529,ABZ,532,Y,0,SF3 S20
BE,2421,KOI,529,EDI,535,Y,0,SF3
BE,2421,KOI,529,GLA,534,Y,0,SF3
BE,2421,KOI,529,INV,533,Y,0,SF3
BE,2421,KOI,529,LSI,530,Y,0,SF3
BE,2421,LBA,517,GLA,534,Y,0,SF3
BE,2421,LSI,530,ABZ,532,Y,0,SF3 S20
BE,2421,LSI,530,EDI,535,Y,0,SF3
BE,2421,LSI,530,GLA,534,Y,0,SF3
BE,2421,LSI,530,INV,533,Y,0,SF3
BE,2421,LSI,530,KOI,529,Y,0,SF3
BE,2421,MAN,478,NWI,547,Y,0,D38
BE,2421,NCL,521,CDG,1382,Y,0,ARJ
BE,2421,NWI,547,GCI,498,Y,0,D38
BE,2421,NWI,547,MAN,478,Y,0,D38
BE,2421,SYY,541,BEB,538,Y,0,SF3
BE,2421,SYY,541,EDI,535,Y,0,D38
BE,2421,SYY,541,GLA,534,Y,0,SF3
BE,2421,SYY,541,INV,533,Y,0,SF3 D38
BE,2421,TRE,542,GLA,534,Y,0,SF3 DHT
BE,2421,WIC,531,EDI,535,Y,0,D38
BR,2091,CAN,3370,KHH,2264,Y,0,M90
BR,2091,CGO,3375,KHH,2264,Y,0,M90
BR,2091,HAN,3199,TPE,2276,Y,0,M90 321
BR,2091,KHH,2264,CAN,3370,Y,0,M90
BR,2091,KHH,2264,CGO,3375,Y,0,M90
BR,2091,KHH,2264,MFM,3121,Y,0,M90 321
BR,2091,KHH,2264,NGB,3387,Y,0,M90
BR,2091,KHH,2264,TNA,4108,Y,0,M90
BR,2091,KHH,2264,TSN,3368,Y,0,M90
BR,2091,MFM,3121,KHH,2264,Y,0,M90 321
BR,2091,NGB,3387,KHH,2264,Y,0,M90
BR,2091,OKJ,2327,TPE,2276,Y,0,M90
BR,2091,TNA,4108,KHH,2264,Y,0,M90
BR,2091,TPE,2276,HAN,3199,Y,0,M90 321
BR,2091,TPE,2276,OKJ,2327,Y,0,M90
BR,2091,TSN,3368,KHH,2264,Y,0,M90
BT,333,BRU,302,VNO,3959,Y,0,AR1 319
BT,333,RIX,3953,TAS,2983,Y,0,763
BT,333,TAS,2983,RIX,3953,Y,0,763
BT,333,VNO,3959,BRU,302,Y,0,AR1 319
CA,751,AKL,2006,PVG,3406,Y,0,763 772
CA,751,ARN,737,GOT,687,Y,0,73H 73W
CA,751,ATL,3682,IAH,3550,Y,0,CRJ
CA,751,BAV,6346,CAN,3370,Y,0,320
CA,751,BAV,6346,TSN,3368,Y,0,CR7
CA,751,BAV,6346,TYN,3369,Y,0,CR7
CA,751,BKK,3885,SZX,3374,Y,0,738
CA,751,CAI,1128,CAN,3370,Y,0,773
CA,751,CAI,1128,PEK,3364,Y,0,330
CA,751,CAN,3370,BAV,6346,Y,0,320
CA,751,CAN,3370,CAI,1128,Y,0,773
CA,751,CAN,3370,CGO,3375,Y,0,320
CA,751,CAN,3370,CGQ,4380,Y,0,738
CA,751,CAN,3370,CZX,4109,Y,0,320
CA,751,CAN,3370,HAK,4120,Y,0,738 320
CA,751,CAN,3370,HRB,3400,Y,0,320
CA,751,CAN,3370,HYN,6384,Y,0,320
CA,751,CAN,3370,JDZ,6380,Y,0,320
CA,751,CAN,3370,JJN,6386,Y,0,320
CA,751,CAN,3370,NNG,3373,Y,0,738
CA,751,CAN,3370,NRT,2279,Y,0,763
CA,751,CAN,3370,SHE,4144,Y,0,320
CA,751,CAN,3370,TAO,3390,Y,0,738
CA,751,CAN,3370,TNA,4108,Y,0,738
CA,751,CAN,3370,WNZ,6392,Y,0,738 320
CA,751,CAN,3370,WUS,6391,Y,0,738
CA,751,CAN,3370,XIY,3379,Y,0,738 320
CA,751,CAN,3370,YNT,3392,Y,0,738
CA,751,CGO,3375,CAN,3370,Y,0,320
CA,751,CGO,3375,CKG,3393,Y,0,738
CA,751,CGO,3375,DLC,3404,Y,0,738
CA,751,CGO,3375,KMG,3382,Y,0,320
CA,751,CGO,3375,KWE,3394,Y,0,738
CA,751,CGO,3375,KWL,3372,Y,0,738
CA,751,CGO,3375,LHW,3378,Y,0,738
CA,751,CGO,3375,MIG,6400,Y,0,CR2
CA,751,CGO,3375,SZX,3374,Y,0,320 738
CA,751,CGO,3375,TAO,3390,Y,0,738
CA,751,CGO,3375,TNA,4108,Y,0,CR2 738
CA,751,CGO,3375,TSN,3368,Y,0,738
CA,751,CGO,3375,URC,3399,Y,0,320
CA,751,CGO,3375,XMN,3383,Y,0,738
CA,751,CGQ,4380,CAN,3370,Y,0,738
CA,751,CGQ,4380,SZX,3374,Y,0,320 738
CA,751,CGQ,4380,TNA,4108,Y,0,738
CA,751,CGQ,4380,WUH,3376,Y,0,738
CA,751,CJJ,6008,PEK,3364,Y,0,321
CA,751,CKG,3393,CGO,3375,Y,0,738
CA,751,CKG,3393,KWE,3394,Y,0,738
CA,751,CKG,3393,KWL,3372,Y,0,738
CA,751,CKG,3393,SJW,6347,Y,0,738
CA,751,CKG,3393,TAO,3390,Y,0,738
CA,751,CKG,3393,TNA,4108,Y,0,738
CA,751,CKG,3393,WUH,3376,Y,0,738
CA,751,CKG,3393,WUS,6391,Y,0,738
CA,751,CPH,609,PEK,3364,Y,0,343
CA,751,CSX,3371,HFE,3389,Y,0,738
CA,751,CSX,3371,TNA,4108,Y,0,738
CA,751,CSX,3371,XMN,3383,Y,0,738
CA,751,CTU,3395,HET,6345,Y,0,320
CA,751,CTU,3395,ICN,3930,Y,0,321
CA,751,CTU,3395,JDZ,6380,Y,0,738
CA,751,CTU,3395,NRT,2279,Y,0,763
CA,751,CTU,3395,WUX,6390,Y,0,738
CA,751,CZX,4109,CAN,3370,Y,0,320
CA,751,CZX,4109,HRB,3400,Y,0,320
CA,751,CZX,4109,SHE,4144,Y,0,320
CA,751,CZX,4109,SZX,3374,Y,0,320
CA,751,DLC,3404,CGO,3375,Y,0,738
CA,751,DLC,3404,HFE,3389,Y,0,738
CA,751,DLC,3404,ICN,3930,Y,0,321
CA,751,DLC,3404,NTG,5475,Y,0,738
CA,751,DLC,3404,SZX,3374,Y,0,738
CA,751,DLC,3404,TAO,3390,Y,0,738 CR2
CA,751,DLC,3404,TNA,4108,Y,0,CR2
CA,751,DSN,6434,TYN,3369,Y,0,CR2
CA,751,EWR,3494,PEK,3364,Y,0,777
CA,751,EWR,3494,PVG,3406,Y,0,777
CA,751,FOC,3385,HAK,4120,Y,0,CR2
CA,751,FOC,3385,KWL,3372,Y,0,738
CA,751,FOC,3385,NKG,3388,Y,0,320 738
CA,751,FOC,3385,TNA,4108,Y,0,CR2
CA,751,FOC,3385,WUX,6390,Y,0,738
CA,751,FOC,3385,ZUH,6355,Y,0,738
CA,751,FRA,340,NKG,3388,Y,0,343
CA,751,FRA,340,SHE,4144,Y,0,343
CA,751,GOT,687,ARN,737,Y,0,73W 717 736 73H
CA,751,HAK,4120,CAN,3370,Y,0,320 738
CA,751,HAK,4120,FOC,3385,Y,0,CR2
CA,751,HAK,4120,SZX,3374,Y,0,320 738 319
CA,751,HET,6345,CTU,3395,Y,0,320
CA,751,HET,6345,SHE,4144,Y,0,320
CA,751,HET,6345,TNA,4108,Y,0,738
CA,751,HET,6345,TSN,3368,Y,0,738
CA,751,HFE,3389,CSX,3371,Y,0,738
CA,751,HFE,3389,DLC,3404,Y,0,738
CA,751,HFE,3389,KWE,3394,Y,0,738
CA,751,HFE,3389,SZX,3374,Y,0,738 320
CA,751,HFE,3389,TAO,3390,Y,0,738
CA,751,HFE,3389,XMN,3383,Y,0,738
CA,751,HGH,3386,HKG,3077,Y,0,333 321 320
CA,751,HGH,3386,JJN,6386,Y,0,320
CA,751,HGH,3386,KIX,3992,Y,0,737
CA,751,HGH,3386,NRT,2279,Y,0,737
CA,751,HGH,3386,PUS,2372,Y,0,320
CA,751,HGH,3386,SHE,4144,Y,0,320
CA,751,HGH,3386,TNA,4108,Y,0,738
CA,751,HGH,3386,XMN,3383,Y,0,738
CA,751,HGH,3386,YNT,3392,Y,0,738
CA,751,HKG,3077,HGH,3386,Y,0,321 333 320
CA,751,HND,2359,SHA,3391,Y,0,777
CA,751,HRB,3400,CAN,3370,Y,0,320
CA,751,HRB,3400,CZX,4109,Y,0,320
CA,751,HRB,3400,SZX,3374,Y,0,320 738
CA,751,HRB,3400,TAO,3390,Y,0,738
CA,751,HRB,3400,TNA,4108,Y,0,738
CA,751,HRB,3400,TYN,3369,Y,0,320
CA,751,HRB,3400,YNT,3392,Y,0,738
CA,751,HSN,6395,JJN,6386,Y,0,320
CA,751,HYN,6384,CAN,3370,Y,0,320
CA,751,IAD,3714,PEK,3364,Y,0,777
CA,751,IAH,3550,ATL,3682,Y,0,CRJ ERJ
CA,751,ICN,3930,CTU,3395,Y,0,321
CA,751,ICN,3930,DLC,3404,Y,0,321
CA,751,ICN,3930,TNA,4108,Y,0,738
CA,751,INC,4085,SJW,6347,Y,0,738
CA,751,INC,4085,TNA,4108,Y,0,738
CA,751,INC,4085,URC,3399,Y,0,738
CA,751,INC,4085,WUH,3376,Y,0,738
CA,751,INC,4085,XNN,6366,Y,0,CR2
CA,751,JDZ,6380,CAN,3370,Y,0,320
CA,751,JDZ,6380,CTU,3395,Y,0,738
CA,751,JDZ,6380,SHA,3391,Y,0,320
CA,751,JDZ,6380,SZX,3374,Y,0,320
CA,751,JDZ,6380,XMN,3383,Y,0,738
CA,751,JIU,6381,PEK,3364,Y,0,737
CA,751,JIU,6381,XMN,3383,Y,0,737
CA,751,JJN,6386,CAN,3370,Y,0,320
CA,751,JJN,6386,HGH,3386,Y,0,320
CA,751,JJN,6386,HSN,6395,Y,0,320
CA,751,JNZ,6412,TAO,3390,Y,0,CR7
CA,751,JUZ,6382,SZX,3374,Y,0,320
CA,751,JUZ,6382,XMN,3383,Y,0,738
CA,751,KHN,3384,KWE,3394,Y,0,733
CA,751,KHN,3384,PVG,3406,Y,0,320
CA,751,KHN,3384,SZX,3374,Y,0,320 319
CA,751,KHN,3384,TAO,3390,Y,0,320 737
CA,751,KHN,3384,TNA,4108,Y,0,733
CA,751,KHN,3384,ZUH,6355,Y,0,737
CA,751,KIX,3992,HGH,3386,Y,0,737
CA,751,KIX,3992,TAO,3390,Y,0,763
CA,751,KIX,3992,TNA,4108,Y,0,738
CA,751,KMG,3382,CGO,3375,Y,0,320
CA,751,KMG,3382,KWE,3394,Y,0,738
CA,751,KMG,3382,NKG,3388,Y,0,738
CA,751,KMG,3382,SZX,3374,Y,0,738
CA,751,KMG,3382,TNA,4108,Y,0,738
CA,751,KMG,3382,TYN,3369,Y,0,320
CA,751,KMG,3382,WUH,3376,Y,0,738
CA,751,KMG,3382,XMN,3383,Y,0,738
CA,751,KWE,3394,CGO,3375,Y,0,738
CA,751,KWE,3394,CKG,3393,Y,0,738
CA,751,KWE,3394,HFE,3389,Y,0,738
CA,751,KWE,3394,KHN,3384,Y,0,733
CA,751,KWE,3394,KMG,3382,Y,0,738
CA,751,KWE,3394,NKG,3388,Y,0,738
CA,751,KWE,3394,TNA,4108,Y,0,738
CA,751,KWE,3394,WUH,3376,Y,0,738
CA,751,KWE,3394,XIY,3379,Y,0,738
CA,751,KWE,3394,XMN,3383,Y,0,737 738
CA,751,KWE,3394,ZUH,6355,Y,0,738
CA,751,KWL,3372,CGO,3375,Y,0,738
CA,751,KWL,3372,CKG,3393,Y,0,738
CA,751,KWL,3372,FOC,3385,Y,0,738
CA,751,KWL,3372,NGB,3387,Y,0,738
CA,751,KWL,3372,NKG,3388,Y,0,738
CA,751,KWL,3372,SZX,3374,Y,0,319
CA,751,KWL,3372,XMN,3383,Y,0,738
CA,751,LAX,3484,PVG,3406,Y,0,788
CA,751,LHR,507,PVG,3406,Y,0,346
CA,751,LHW,3378,CGO,3375,Y,0,738
CA,751,LHW,3378,TNA,4108,Y,0,738
CA,751,LHW,3378,TYN,3369,Y,0,738
CA,751,LHW,3378,URC,3399,Y,0,738
CA,751,LHW,3378,XIY,3379,Y,0,738
CA,751,LHW,3378,YCU,6430,Y,0,738
CA,751,MIG,6400,CGO,3375,Y,0,CR2
CA,751,MIG,6400,SZX,3374,Y,0,320 738
CA,751,MUC,346,PVG,3406,Y,0,346
CA,751,MWX,4189,PEK,3364,Y,0,321
CA,751,NGB,3387,KWL,3372,Y,0,738
CA,751,NGB,3387,TAO,3390,Y,0,738
CA,751,NKG,3388,FOC,3385,Y,0,320 738
CA,751,NKG,3388,FRA,340,Y,0,343
CA,751,NKG,3388,KMG,3382,Y,0,738
CA,751,NKG,3388,KWE,3394,Y,0,738
CA,751,NKG,3388,KWL,3372,Y,0,738
CA,751,NKG,3388,SHE,4144,Y,0,320
CA,751,NKG,3388,TAO,3390,Y,0,738
CA,751,NKG,3388,TYN,3369,Y,0,738
CA,751,NKG,3388,XIY,3379,Y,0,738
CA,751,NKG,3388,YNT,3392,Y,0,738
CA,751,NNG,3373,CAN,3370,Y,0,738
CA,751,NNG,3373,SYX,4030,Y,0,320
CA,751,NNG,3373,SZX,3374,Y,0,738
CA,751,NNG,3373,WUH,3376,Y,0,738
CA,751,NNG,3373,XIY,3379,Y,0,320
CA,751,NNG,3373,XMN,3383,Y,0,738
CA,751,NRT,2279,CAN,3370,Y,0,763
CA,751,NRT,2279,CTU,3395,Y,0,763
CA,751,NRT,2279,HGH,3386,Y,0,737
CA,751,NRT,2279,SHE,4144,Y,0,737
CA,751,NRT,2279,TAO,3390,Y,0,763
CA,751,NRT,2279,XMN,3383,Y,0,763
CA,751,NTG,5475,DLC,3404,Y,0,738
CA,751,NTG,5475,SHE,4144,Y,0,738
CA,751,NTG,5475,SZX,3374,Y,0,738
CA,751,NTG,5475,XMN,3383,Y,0,738
CA,751,ORD,3830,PEK,3364,Y,0,777
CA,751,ORD,3830,PVG,3406,Y,0,744
CA,751,PEK,3364,CAI,1128,Y,0,330
CA,751,PEK,3364,CJJ,6008,Y,0,321
CA,751,PEK,3364,CPH,609,Y,0,343
CA,751,PEK,3364,EWR,3494,Y,0,777
CA,751,PEK,3364,IAD,3714,Y,0,777
CA,751,PEK,3364,JIU,6381,Y,0,737
CA,751,PEK,3364,JNB,813,Y,0,343
CA,751,PEK,3364,MWX,4189,Y,0,321
CA,751,PEK,3364,ORD,3830,Y,0,777
CA,751,PEK,3364,TLV,1590,Y,0,763
CA,751,PEK,3364,TNA,4108,Y,0,738
CA,751,PEK,3364,WAW,679,Y,0,788
CA,751,PEK,3364,YIC,9107,Y,0,320
CA,751,PEK,3364,YYZ,193,Y,0,77W
CA,751,PUS,2372,HGH,3386,Y,0,320
CA,751,PVG,3406,AKL,2006,Y,0,772 763
CA,751,PVG,3406,EWR,3494,Y,0,777
CA,751,PVG,3406,KHN,3384,Y,0,320
CA,751,PVG,3406,LAX,3484,Y,0,788
CA,751,PVG,3406,LHR,507,Y,0,346
CA,751,PVG,3406,MUC,346,Y,0,346
CA,751,PVG,3406,ORD,3830,Y,0,744
CA,751,PVG,3406,SFO,3469,Y,0,744
CA,751,PVG,3406,TAO,3390,Y,0,738
CA,751,PVG,3406,YNT,3392,Y,0,738
CA,751,PVG,3406,YVR,156,Y,0,763
CA,751,PVG,3406,YYZ,193,Y,0,77L
CA,751,SFO,3469,PVG,3406,Y,0,744
CA,751,SHA,3391,HND,2359,Y,0,777
CA,751,SHA,3391,JDZ,6380,Y,0,320
CA,751,SHA,3391,SZX,3374,Y,0,738
CA,751,SHA,3391,TAO,3390,Y,0,738
CA,751,SHA,3391,TNA,4108,Y,0,738
CA,751,SHA,3391,YNT,3392,Y,0,738
CA,751,SHE,4144,CAN,3370,Y,0,320
CA,751,SHE,4144,CZX,4109,Y,0,320
CA,751,SHE,4144,FRA,340,Y,0,343
CA,751,SHE,4144,HET,6345,Y,0,320
CA,751,SHE,4144,HGH,3386,Y,0,320
CA,751,SHE,4144,NKG,3388,Y,0,320
CA,751,SHE,4144,NRT,2279,Y,0,737
CA,751,SHE,4144,NTG,5475,Y,0,738
CA,751,SHE,4144,SZX,3374,Y,0,320
CA,751,SHE,4144,TAO,3390,Y,0,738 343
CA,751,SHE,4144,TNA,4108,Y,0,738
CA,751,SHE,4144,TYN,3369,Y,0,320
CA,751,SHE,4144,WUH,3376,Y,0,738
CA,751,SHE,4144,WUX,6390,Y,0,738 320
CA,751,SHE,4144,XIY,3379,Y,0,320
CA,751,SIN,3316,SZX,3374,Y,0,738
CA,751,SJW,6347,CKG,3393,Y,0,738
CA,751,SJW,6347,INC,4085,Y,0,738
CA,751,SJW,6347,TAO,3390,Y,0,738
CA,751,SJW,6347,YNT,3392,Y,0,738
CA,751,SYX,4030,NNG,3373,Y,0,320
CA,751,SYX,4030,SZX,3374,Y,0,320
CA,751,SYX,4030,WUX,6390,Y,0,320
CA,751,SYX,4030,XMN,3383,Y,0,CR2
CA,751,SZX,3374,BKK,3885,Y,0,738
CA,751,SZX,3374,CGO,3375,Y,0,320 738
CA,751,SZX,3374,CGQ,4380,Y,0,320 738
CA,751,SZX,3374,CZX,4109,Y,0,320
CA,751,SZX,3374,DLC,3404,Y,0,738
CA,751,SZX,3374,HAK,4120,Y,0,320 738 319
CA,751,SZX,3374,HFE,3389,Y,0,738 320
CA,751,SZX,3374,HRB,3400,Y,0,320 738
CA,751,SZX,3374,JDZ,6380,Y,0,320
CA,751,SZX,3374,JUZ,6382,Y,0,320
CA,751,SZX,3374,KHN,3384,Y,0,320 319
CA,751,SZX,3374,KMG,3382,Y,0,738
CA,751,SZX,3374,KWL,3372,Y,0,319
CA,751,SZX,3374,MIG,6400,Y,0,320 738
CA,751,SZX,3374,NNG,3373,Y,0,738
CA,751,SZX,3374,NTG,5475,Y,0,738
CA,751,SZX,3374,SHA,3391,Y,0,738
CA,751,SZX,3374,SHE,4144,Y,0,320
CA,751,SZX,3374,SIN,3316,Y,0,738
CA,751,SZX,3374,SYX,4030,Y,0,320
CA,751,SZX,3374,TAO,3390,Y,0,320 738
CA,751,SZX,3374,TNA,4108,Y,0,738
CA,751,SZX,3374,WNZ,6392,Y,0,738
CA,751,SZX,3374,XFN,6360,Y,0,319
CA,751,SZX,3374,XIY,3379,Y,0,320
CA,751,SZX,3374,XMN,3383,Y,0,320
CA,751,SZX,3374,YCU,6430,Y,0,320
CA,751,SZX,3374,YIC,9107,Y,0,320
CA,751,SZX,3374,YIH,6361,Y,0,320
CA,751,SZX,3374,YNT,3392,Y,0,738
CA,751,SZX,3374,ZHA,6357,Y,0,738
CA,751,TAO,3390,CAN,3370,Y,0,738
CA,751,TAO,3390,CGO,3375,Y,0,738
CA,751,TAO,3390,CKG,3393,Y,0,738
CA,751,TAO,3390,DLC,3404,Y,0,738 CR2
CA,751,TAO,3390,HFE,3389,Y,0,738
CA,751,TAO,3390,HRB,3400,Y,0,738
CA,751,TAO,3390,JNZ,6412,Y,0,CR7
CA,751,TAO,3390,KHN,3384,Y,0,737 320
CA,751,TAO,3390,KIX,3992,Y,0,763
CA,751,TAO,3390,NGB,3387,Y,0,738
CA,751,TAO,3390,NKG,3388,Y,0,738
CA,751,TAO,3390,NRT,2279,Y,0,763
CA,751,TAO,3390,PVG,3406,Y,0,738
